date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:03:33	8645/8645	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Apr%202021%2022:42:51%20GMT	https://zcube.in/xadvices/img/shop/details/thumb1.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/shop/details/thumb1.jpg	(from https://zcube.in/xadvices/shop-details.html)
22:03:34	7729/7729	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Apr%202021%2022:42:52%20GMT	https://zcube.in/xadvices/img/shop/details/thumb2.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/shop/details/thumb2.jpg	(from https://zcube.in/xadvices/shop-details.html)
22:03:35	8568/8568	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Apr%202021%2022:42:53%20GMT	https://zcube.in/xadvices/img/shop/details/thumb3.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/shop/details/thumb3.jpg	(from https://zcube.in/xadvices/shop-details.html)
22:03:37	52347/52347	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Apr%202021%2022:42:46%20GMT	https://zcube.in/xadvices/img/shop/details/large1.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/shop/details/large1.jpg	(from https://zcube.in/xadvices/shop-details.html)
22:03:38	36500/36500	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Apr%202021%2022:42:48%20GMT	https://zcube.in/xadvices/img/shop/details/large2.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/shop/details/large2.jpg	(from https://zcube.in/xadvices/shop-details.html)
22:03:38	52975/52975	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Apr%202021%2022:42:50%20GMT	https://zcube.in/xadvices/img/shop/details/large3.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/shop/details/large3.jpg	(from https://zcube.in/xadvices/shop-details.html)
22:03:39	56866/56866	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2027%20May%202024%2019:10:19%20GMT	https://zcube.in/xadvices/service-detail.html	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/service-detail.html	(from https://zcube.in/xadvices/services-detail.html)
22:03:41	147112/147112	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Apr%202021%2022:41:00%20GMT	https://zcube.in/xadvices/img/resource/post-img-1.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/resource/post-img-1.jpg	(from https://zcube.in/xadvices/services-detail.html)
22:03:41	56858/56858	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2027%20May%202024%2019:10:21%20GMT	https://zcube.in/xadvices/img/bg/quote_bg.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/bg/quote_bg.png	(from https://zcube.in/xadvices/blog.html)
22:03:42	3051/3051	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Apr%202021%2022:40:20%20GMT	https://zcube.in/xadvices/img/icon/blockquote.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/icon/blockquote.png	(from https://zcube.in/xadvices/blog.html)
22:03:43	65048/65048	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Apr%202021%2022:39:13%20GMT	https://zcube.in/xadvices/img/blog/b_details01.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/blog/b_details01.jpg	(from https://zcube.in/xadvices/blog-details.html)
22:03:44	18747/18747	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Apr%202021%2022:39:14%20GMT	https://zcube.in/xadvices/img/blog/b_details02.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/blog/b_details02.jpg	(from https://zcube.in/xadvices/blog-details.html)
22:03:45	1730/1730	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Apr%202021%2022:40:23%20GMT	https://zcube.in/xadvices/img/icon/c_d01.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/icon/c_d01.png	(from https://zcube.in/xadvices/blog-details.html)
22:03:46	19706/19706	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Apr%202021%2022:39:16%20GMT	https://zcube.in/xadvices/img/blog/b_details03.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/blog/b_details03.jpg	(from https://zcube.in/xadvices/blog-details.html)
22:03:48	41367/41367	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Apr%202021%2022:39:16%20GMT	https://zcube.in/xadvices/img/blog/b_details04.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/blog/b_details04.jpg	(from https://zcube.in/xadvices/blog-details.html)
22:03:48	21682/21682	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Apr%202021%2022:43:07%20GMT	https://zcube.in/xadvices/img/blog/comment/avatar.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/blog/comment/avatar.png	(from https://zcube.in/xadvices/blog-details.html)
22:03:49	23319/23319	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Apr%202021%2022:42:34%20GMT	https://zcube.in/xadvices/img/blog/comment/c_01.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/blog/comment/c_01.png	(from https://zcube.in/xadvices/blog-details.html)
22:03:50	20423/20423	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Apr%202021%2022:42:36%20GMT	https://zcube.in/xadvices/img/blog/comment/c_02.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/blog/comment/c_02.png	(from https://zcube.in/xadvices/blog-details.html)
22:03:51	25758/25758	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Apr%202021%2022:42:37%20GMT	https://zcube.in/xadvices/img/blog/comment/c_03.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/blog/comment/c_03.png	(from https://zcube.in/xadvices/blog-details.html)
22:03:53	199271/199271	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Apr%202021%2022:42:09%20GMT	https://zcube.in/xadvices/img/team/team_img_detalis.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/team/team_img_detalis.png	(from https://zcube.in/xadvices/team-details.html)
22:04:09	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:10:34%20GMT	https://zcube.in/xadvices/img/slider/slider_img01.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/slider/slider_img01.png	(from https://zcube.in/xadvices/?storefront=envato-elements)
22:04:09	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:10:34%20GMT	https://zcube.in/xadvices/img/slider/slider_img02.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/slider/slider_img02.png	(from https://zcube.in/xadvices/?storefront=envato-elements)
22:04:09	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:10:34%20GMT	https://zcube.in/xadvices/img/slider/slider_img03.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/slider/slider_img03.png	(from https://zcube.in/xadvices/?storefront=envato-elements)
22:04:09	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:10:34%20GMT	https://zcube.in/xadvices/img/bg/ab-ani-01.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/bg/ab-ani-01.png	(from https://zcube.in/xadvices/?storefront=envato-elements)
22:04:25	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:10:50%20GMT	https://zcube.in/xadvices/img/video_bg.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/video_bg.png	(from https://zcube.in/xadvices/?storefront=envato-elements)
22:04:25	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:10:50%20GMT	https://zcube.in/xadvices/img/bg/features-lg-img.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/bg/features-lg-img.png	(from https://zcube.in/xadvices/?storefront=envato-elements)
22:04:25	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:10:50%20GMT	https://zcube.in/xadvices/img/bg/team-bg.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/bg/team-bg.png	(from https://zcube.in/xadvices/?storefront=envato-elements)
22:04:26	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:10:50%20GMT	https://zcube.in/xadvices/img/team/team_img01.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/team/team_img01.png	(from https://zcube.in/xadvices/?storefront=envato-elements)
22:04:27	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:06%20GMT	https://zcube.in/xadvices/img/team/team_img02.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/team/team_img02.png	(from https://zcube.in/xadvices/?storefront=envato-elements)
22:04:27	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:06%20GMT	https://zcube.in/xadvices/img/team/team_img03.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/team/team_img03.png	(from https://zcube.in/xadvices/?storefront=envato-elements)
22:04:27	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:06%20GMT	https://zcube.in/xadvices/img/testimonial/testi_avatar.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/testimonial/testi_avatar.png	(from https://zcube.in/xadvices/?storefront=envato-elements)
22:04:27	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:07%20GMT	https://zcube.in/xadvices/img/testimonial/qt-icon.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/testimonial/qt-icon.png	(from https://zcube.in/xadvices/?storefront=envato-elements)
22:04:27	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:07%20GMT	https://zcube.in/xadvices/img/bg/p-shape02.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/bg/p-shape02.png	(from https://zcube.in/xadvices/?storefront=envato-elements)
22:04:27	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:07%20GMT	https://zcube.in/xadvices/img/bg/p-shape.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/bg/p-shape.png	(from https://zcube.in/xadvices/?storefront=envato-elements)
22:04:28	129734/129734	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2023%20Apr%202021%2022:37:35%20GMT	https://zcube.in/xadvices/fontawesome/webfonts/fa-brands-400.eot	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/fontawesome/webfonts/fa-brands-400.eot	(from https://zcube.in/xadvices/fontawesome/css/all.min.css)
22:04:28	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:08%20GMT	https://zcube.in/xadvices/img/blog/inner_b2.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/blog/inner_b2.jpg	(from https://zcube.in/xadvices/?storefront=envato-elements)
22:04:28	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:08%20GMT	https://zcube.in/xadvices/img/blog/inner_b1.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/blog/inner_b1.jpg	(from https://zcube.in/xadvices/?storefront=envato-elements)
22:04:28	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:08%20GMT	https://zcube.in/xadvices/img/blog/inner_b3.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/blog/inner_b3.jpg	(from https://zcube.in/xadvices/?storefront=envato-elements)
22:04:30	129734/129734	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2023%20Apr%202021%2022:37:35%20GMT	https://zcube.in/xadvices/fontawesome/webfonts/fa-brands-400.eot?	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/fontawesome/webfonts/fa-brands-400d41d.eot	(from https://zcube.in/xadvices/fontawesome/css/all.min.css)
22:04:30	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:10%20GMT	https://zcube.in/xadvices/img/testimonial/test-bg.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/testimonial/test-bg.png	(from https://zcube.in/xadvices/about.html)
22:04:30	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:10%20GMT	https://zcube.in/xadvices/img/features/about_img.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/features/about_img.png	(from https://zcube.in/xadvices/about.html)
22:04:30	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:10%20GMT	https://zcube.in/xadvices/img/features/about_img2.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/features/about_img2.png	(from https://zcube.in/xadvices/index-2.html)
22:04:31	74652/74652	---M--	200	added ('OK')	font/woff2	date:Fri,%2023%20Apr%202021%2022:37:43%20GMT	https://zcube.in/xadvices/fontawesome/webfonts/fa-brands-400.woff2	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/fontawesome/webfonts/fa-brands-400.woff2	(from https://zcube.in/xadvices/fontawesome/css/all.min.css)
22:04:32	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:12%20GMT	https://zcube.in/xadvices/img/features/awward-icon.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/features/awward-icon.png	(from https://zcube.in/xadvices/about.html)
22:04:32	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:12%20GMT	https://zcube.in/xadvices/js/vendor/jquery-3.6.0.min.js	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/js/vendor/jquery-3.6.0.min.js	(from https://zcube.in/xadvices/about.html)
22:04:32	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:12%20GMT	https://zcube.in/xadvices/img/gallery/protfolio-img01.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/gallery/protfolio-img01.png	(from https://zcube.in/xadvices/projects.html)
22:04:32	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:12%20GMT	https://zcube.in/xadvices/img/gallery/protfolio-img02.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/gallery/protfolio-img02.png	(from https://zcube.in/xadvices/projects.html)
22:04:34	87644/87644	---M--	200	added ('OK')	font/woff	date:Fri,%2023%20Apr%202021%2022:37:41%20GMT	https://zcube.in/xadvices/fontawesome/webfonts/fa-brands-400.woff	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/fontawesome/webfonts/fa-brands-400.woff	(from https://zcube.in/xadvices/fontawesome/css/all.min.css)
22:04:34	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:14%20GMT	https://zcube.in/xadvices/img/gallery/protfolio-img04.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/gallery/protfolio-img04.png	(from https://zcube.in/xadvices/projects.html)
22:04:34	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:14%20GMT	https://zcube.in/xadvices/img/gallery/protfolio-img03.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/gallery/protfolio-img03.png	(from https://zcube.in/xadvices/projects.html)
22:04:34	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:14%20GMT	https://zcube.in/xadvices/img/gallery/protfolio-img06.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/gallery/protfolio-img06.png	(from https://zcube.in/xadvices/projects.html)
22:04:34	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:14%20GMT	https://zcube.in/xadvices/img/gallery/protfolio-img05.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/gallery/protfolio-img05.png	(from https://zcube.in/xadvices/projects.html)
22:04:36	129428/129428	---M--	200	added ('OK')	font/ttf	date:Fri,%2023%20Apr%202021%2022:37:39%20GMT	https://zcube.in/xadvices/fontawesome/webfonts/fa-brands-400.ttf	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/fontawesome/webfonts/fa-brands-400.ttf	(from https://zcube.in/xadvices/fontawesome/css/all.min.css)
22:04:36	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:16%20GMT	https://zcube.in/xadvices/img/gallery/protfolio-dt-img.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/gallery/protfolio-dt-img.png	(from https://zcube.in/xadvices/projects-detail.html)
22:04:36	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:16%20GMT	https://zcube.in/xadvices/img/team/team_img06.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/team/team_img06.png	(from https://zcube.in/xadvices/team.html)
22:04:36	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:16%20GMT	https://zcube.in/xadvices/img/team/team_img04.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/team/team_img04.png	(from https://zcube.in/xadvices/team.html)
22:04:38	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:18%20GMT	https://zcube.in/xadvices/img/shop/img4.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/shop/img4.jpg	(from https://zcube.in/xadvices/shop.html)
22:04:38	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:18%20GMT	https://zcube.in/xadvices/img/shop/img5.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/shop/img5.jpg	(from https://zcube.in/xadvices/shop.html)
22:04:38	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:18%20GMT	https://zcube.in/xadvices/img/team/team_img05.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/team/team_img05.png	(from https://zcube.in/xadvices/team.html)
22:04:38	691747/691747	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2023%20Apr%202021%2022:37:42%20GMT	https://zcube.in/xadvices/fontawesome/webfonts/fa-brands-400.svg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/fontawesome/webfonts/fa-brands-400.svg	(from https://zcube.in/xadvices/fontawesome/css/all.min.css)
22:04:40	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:20%20GMT	https://zcube.in/xadvices/img/shop/details/large2.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/shop/details/large2.jpg	(from https://zcube.in/xadvices/shop-details.html)
22:04:40	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:20%20GMT	https://zcube.in/xadvices/img/shop/details/large3.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/shop/details/large3.jpg	(from https://zcube.in/xadvices/shop-details.html)
22:04:40	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:20%20GMT	https://zcube.in/xadvices/img/shop/details/large1.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/shop/details/large1.jpg	(from https://zcube.in/xadvices/shop-details.html)
22:04:40	495858/495858	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2023%20Apr%202021%2022:37:50%20GMT	https://zcube.in/xadvices/fontawesome/webfonts/fa-duotone-900.eot	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/fontawesome/webfonts/fa-duotone-900.eot	(from https://zcube.in/xadvices/fontawesome/css/all.min.css)
22:04:42	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:22%20GMT	https://zcube.in/xadvices/img/blog/b_details04.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/blog/b_details04.jpg	(from https://zcube.in/xadvices/blog-details.html)
22:04:42	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:22%20GMT	https://zcube.in/xadvices/img/blog/b_details01.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/blog/b_details01.jpg	(from https://zcube.in/xadvices/blog-details.html)
22:04:42	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:22%20GMT	https://zcube.in/xadvices/img/resource/post-img-1.jpg	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/resource/post-img-1.jpg	(from https://zcube.in/xadvices/services-detail.html)
22:04:42	495858/495858	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2023%20Apr%202021%2022:37:50%20GMT	https://zcube.in/xadvices/fontawesome/webfonts/fa-duotone-900.eot?	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/fontawesome/webfonts/fa-duotone-900d41d.eot	(from https://zcube.in/xadvices/fontawesome/css/all.min.css)
22:04:44	163828/163828	---M--	200	added ('OK')	font/woff2	date:Fri,%2023%20Apr%202021%2022:37:59%20GMT	https://zcube.in/xadvices/fontawesome/webfonts/fa-duotone-900.woff2	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/fontawesome/webfonts/fa-duotone-900.woff2	(from https://zcube.in/xadvices/fontawesome/css/all.min.css)
22:04:44	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:24%20GMT	https://zcube.in/xadvices/fontawesome/webfonts/fa-brands-400.eot	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/fontawesome/webfonts/fa-brands-400.eot	(from https://zcube.in/xadvices/fontawesome/css/all.min.css)
22:04:44	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:24%20GMT	https://zcube.in/xadvices/img/team/team_img_detalis.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/team/team_img_detalis.png	(from https://zcube.in/xadvices/team-details.html)
22:04:44	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:24%20GMT	https://zcube.in/xadvices/img/blog/comment/c_01.png	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/img/blog/comment/c_01.png	(from https://zcube.in/xadvices/blog-details.html)
22:04:46	231716/231716	---M--	200	added ('OK')	font/woff	date:Fri,%2023%20Apr%202021%2022:37:56%20GMT	https://zcube.in/xadvices/fontawesome/webfonts/fa-duotone-900.woff	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/fontawesome/webfonts/fa-duotone-900.woff	(from https://zcube.in/xadvices/fontawesome/css/all.min.css)
22:04:46	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:26%20GMT	https://zcube.in/xadvices/fontawesome/webfonts/fa-brands-400.woff	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/fontawesome/webfonts/fa-brands-400.woff	(from https://zcube.in/xadvices/fontawesome/css/all.min.css)
22:04:46	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:26%20GMT	https://zcube.in/xadvices/fontawesome/webfonts/fa-brands-400.woff2	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/fontawesome/webfonts/fa-brands-400.woff2	(from https://zcube.in/xadvices/fontawesome/css/all.min.css)
22:04:46	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:26%20GMT	https://zcube.in/xadvices/fontawesome/webfonts/fa-brands-400.eot?	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/fontawesome/webfonts/fa-brands-400d41d.eot	(from https://zcube.in/xadvices/fontawesome/css/all.min.css)
22:04:48	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:28%20GMT	https://zcube.in/xadvices/fontawesome/webfonts/fa-brands-400.ttf	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/fontawesome/webfonts/fa-brands-400.ttf	(from https://zcube.in/xadvices/fontawesome/css/all.min.css)
22:04:48	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:28%20GMT	https://zcube.in/xadvices/fontawesome/webfonts/fa-duotone-900.eot	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/fontawesome/webfonts/fa-duotone-900.eot	(from https://zcube.in/xadvices/fontawesome/css/all.min.css)
22:04:48	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:28%20GMT	https://zcube.in/xadvices/fontawesome/webfonts/fa-duotone-900.eot?	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/fontawesome/webfonts/fa-duotone-900d41d.eot	(from https://zcube.in/xadvices/fontawesome/css/all.min.css)
22:04:48	495560/495560	---M--	200	added ('OK')	font/ttf	date:Fri,%2023%20Apr%202021%2022:37:57%20GMT	https://zcube.in/xadvices/fontawesome/webfonts/fa-duotone-900.ttf	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/fontawesome/webfonts/fa-duotone-900.ttf	(from https://zcube.in/xadvices/fontawesome/css/all.min.css)
22:04:50	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:30%20GMT	https://zcube.in/xadvices/fontawesome/webfonts/fa-duotone-900.woff	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/fontawesome/webfonts/fa-duotone-900.woff	(from https://zcube.in/xadvices/fontawesome/css/all.min.css)
22:04:50	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Mon,%2027%20May%202024%2019:11:30%20GMT	https://zcube.in/xadvices/fontawesome/webfonts/fa-duotone-900.ttf	/Users/abdulrahman/Downloads/advices/zcube.in/xadvices/fontawesome/webfonts/fa-duotone-900.ttf	(from https://zcube.in/xadvices/fontawesome/css/all.min.css)
